data,entry,true id,dedxs,rrs
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,676,5,-1.0,15.232092
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,4.901601,2.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,3.2050302,7.351616
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,3.0856,2.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,2.1928,7.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,2.5348003,12.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,2.0412002,17.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,2.3240006,22.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,1.9951999,27.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,1.9707998,32.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,706,1,1.9102292,35.929207
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,707,5,4.7088003,2.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,707,5,3.0668,7.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,707,5,-1.0,10.255047
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,711,0,4.0248003,2.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,711,0,2.9060001,7.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,711,0,2.9513805,12.259621
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,716,10,6.6331143,1.2903442
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,752,0,4.822801,2.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,752,0,3.5327644,5.8087153
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,776,3,5.6729383,1.7557039
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,794,9,4.756322,2.4186754
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,814,0,3.1952,2.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,814,0,3.6852002,7.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,814,0,5.609173,10.802079
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,830,0,4.8046513,2.168524
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,832,3,4.988,2.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,832,3,3.4187999,7.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,832,3,2.9060004,12.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,832,3,2.7940001,17.5
/sdf/data/neutrino/sbnd/spine/prod/mpvmpr_v01/output_spine/larcv_test_2500_spine.h5,832,3,2.4808,22.5
